name,img,rating,review_count,short_desc,long_desc,coordinate,address,price,opening_times
Plantrip Cha,https://ak-d.tripcdn.com/images/100r0o000000f4m7s16AC.jpg,0.0,0,,,"10.786808, 106.691444","88 Pham Ngoc Thach st. First Floor, Ho Chi Minh City 700000 Vietnam",3.0,Mon to Sat：_09:00-21:00 
Xien Xien Hot Pot Restaurant,https://ak-d.tripcdn.com/images/fd/tg/g5/M04/C4/23/CggYsVc6teOAQjHIAAFhhijmfcw722.jpg,0.0,0,,,"10.767222, 106.69053","59 Do Quang Dau Street District 1, Ho Chi Minh City 70000 Vietnam",2.0,Mon to Sun：_10:00-22:00 
Leng Keng Zone,https://ak-d.tripcdn.com/images/100d060000001n6vnCA8E.jpg,0.0,0,,,"10.7945845, 106.7089137","131 Xo Viet Nghe Tinh, Binh Thanh Dist, Ho Chi Minh City 70000, Vietnam",9.0,Mon to Sun：_11:00-23:30 
Mr. BBQ & SsAm,https://ak-d.tripcdn.com/images/100k060000001n6vnDB86.jpg,0.0,0,,,"10.724137, 106.71626","137 Ton Dat Tien, Ho Chi Minh City 84, Vietnam",6.0,Mon to Sun：_07:00-21:00 
Cafe Bar KESERA,https://ak-d.tripcdn.com/images/100e060000001n6ri25A1.jpg,0.0,0,,,"10.7803451, 106.7040564","26-1 Le Thang Tong, Ho Chi Minh City, Vietnam",4.0,Mon to Sat：_08:00-23:00 _Sun：_08:00-18:00 
Kabin,https://ak-d.tripcdn.com/images/0107112000mlhm82x991B.jpg,5.0,3,,,"10.7743695, 106.7062585","8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Ho Chi Minh City 70000 Vietnam",38.0,Mon to Sun：_11:30-14:30 _18:00-22:00 
Phuong Mai Vegetarian Restaurant,https://ak-d.tripcdn.com/images/100l0u000000iwj2z5B46.jpg,0.0,0,,,"10.789116, 106.69216","86F Vo Thi Sau Street Tan Dinh Ward, District 1, Ho Chi Minh City 700000 Vietnam",5.0,Mon to Sun：_09:00-22:00 
Acacia Veranda Dining,https://ak-d.tripcdn.com/images/100k060000001n5ldB779.jpg,0.0,0,,,"10.772406, 106.69301","149-151, Nguyen Du Ben Thanh Ward, District 1, Ho Chi Minh City 700000 Vietnam",12.0,Mon to Sun：_14:00-22:00 
Pendo 2,https://ak-d.tripcdn.com/images/100f060000001m03rAB77.jpg,0.0,0,,,"10.806483, 106.734505","36 Tong Huu Dinh St | District 2, Ho Chi Minh City 70000, Vietnam (formerly Pendolasco)",14.0,Mon to Sun：_10:00-22:00 
P'ti Saigon,https://ak-d.tripcdn.com/images/10051g000001hdgsl38E3.jpg,4.0,1,,,"10.804641, 106.735823","52 Ngô Quang Huy, Thảo Điền, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0,Mon to Sun：_11:00-14:30 _17:30-22:00 
Ca Phe Co Ba Dong Khoi,https://ak-d.tripcdn.com/images/0106a120008hoo1f615BB.jpg,4.0,2,,,"10.773405, 106.70609","2 Dong Khoi Floor 1, Ben Nghe Ward, Ho Chi Minh City 700000 Vietnam",1.0,Mon to Sun：_09:00-23:00 
Mumtaz Indian Restaurant,https://ak-d.tripcdn.com/images/10070g0000007q88f9CF5.jpg,3.0,3,,,"10.7661321, 106.6911116","226 Bui Vien, Pham Ngu Lao, District 1, Ho Chi Minh",6.0,Mon to Sun：_11:00-23:00 
3 Kute - Mi Suon Thao Moc,https://ak-d.tripcdn.com/images/100u0n000000ee6ov14DB.jpg,0.0,0,,,"10.78557, 106.64053","305, 3 Thang 2 Street, Ward 10, Dist.10 | Ward 10, Dist.10, Ho Chi Minh City 700000, Vietnam",1.0,Mon to Sun：_07:00-22:00 
The First Steakhouse & Winery,https://ak-d.tripcdn.com/images/100l0n000000eel8z0727.jpg,0.0,0,,,"10.771934, 106.69327","6/7 Cach Mang Thang 8 Ben Thanh, District 1, Ho Chi Minh City 700000 Vietnam",28.0,Mon to Sun：_10:00-22:00 
Uchi Sushi,https://ak-d.tripcdn.com/images/0100512000my9tc2o3E78.jpg,5.0,1,,,"10.757684, 106.70068","14, 45 Street | Ward 6, Dist 4, Ho Chi Minh City 700000, Vietnam",18.0,Mon to Sun：_11:00-22:00 
Rehab Station,https://ak-d.tripcdn.com/images/0ww1512000b6i6nl60F97.jpg,4.0,1,,,"10.78879, 106.70301","27/6 Nguyen Binh Khiem, Ho Chi Minh City 700000 Vietnam",96.0,"Mon to Thur,Sun：_16:00-00:00 _Fri to Sat：_16:00-02:00 "
Ba Nem -N.E.Food,https://ak-d.tripcdn.com/images/10070o000000fmuuq7010.jpg,0.0,0,,,"10.78277, 106.70559","23C Ton Duc Thang Ben Nghe Ward, District 1, Ho Chi Minh City 70,000 Vietnam",7.0,Mon to Sun：_11:00-23:00 
PJ's Coffee,https://ak-d.tripcdn.com/images/100u0o000000f6zqu1742.jpg,5.0,0,,,"10.768351, 106.69443","175/18 Pham Ngu Lao | District 1, Ho Chi Minh City 700000, Vietnam",7.0,Mon to Sun：_07:00-18:00 
The Crab Shack,https://ak-d.tripcdn.com/images/100m0o000000fg3arD9B3.jpg,5.0,0,,,"10.776195, 106.70467","54 Dong Du, Ho Chi Minh City Vietnam",26.0,Mon to Sun：_11:00-22:00 
Rbar,https://ak-d.tripcdn.com/images/100u0o000000f6vcmED31.jpg,5.0,0,,,"10.7747, 106.70626","8-15 Ton Duc Thang Street, District 1 | Renaissance Riverside Hotel Saigon, Ho Chi Minh City, Vietnam",44.0,Mon to Sun：_07:00-23:00 
The Crab Shack,https://ak-d.tripcdn.com/images/100g0o000000f77so1BF8.jpg,0.0,0,,,"10.79937, 106.68443","122 Phan Xich Long Ward 2, Phu Nhuan Dist., Ho Chi Minh City 700000 Vietnam",25.0,Mon to Sun：_11:00-14:00 _17:00-22:00 
"Nha hang am thuc ba mien "" Com Lanh Canh Ngot """,https://ak-d.tripcdn.com/images/100b0n000000e13frF1F6.jpg,0.0,0,,,"10.78233, 106.69205","290/15A, Nam Ky Khoi Nghia | Ward 8, District 3, Ho Chi Minh City, Vietnam",38.0,Mon to Sun：_10:00-22:00 
Mam Bac,https://ak-d.tripcdn.com/images/100v0n000000eoqqlDBE7.jpg,0.0,0,,,"10.75508, 106.72892","Ben Nghe Ward, Dist 1, Ho Chi Minh City 700000 Vietnam",3.0,Mon to Sun：_07:00-22:30 
Hungry Bunny,https://ak-d.tripcdn.com/images/100k0o000000facyrE450.jpg,0.0,0,,,"10.794757, 106.70909","1 Nguyen Cuu Van, Ward 17, Binh Thanh dist, Ho Chi Minh City 70000 Vietnam",5.0,Mon to Sun：_9:30-23:00 
Hokkaido Sachi NDC,https://ak-d.tripcdn.com/images/100r0o000000f54cj8313.jpg,0.0,0,,,"10.780448, 106.69186","172H-172Q Nguyen Dinh Chieu Street, Ward 6, District 3, Ho Chi Minh City 700000 Vietnam",25.0,Mon to Sun：_10:30-23:00 
Trekker Cafe,https://ak-d.tripcdn.com/images/10040o000000f558tA0AE.jpg,0.0,0,,,"10.790064, 106.699661","6D1 Phan Ke Binh Street, Dist 1, Ho Chi Minh City 700000 Vietnam",1.0,Mon to Sun：_08:00-00:00 
Mi Quang 3 Anh Em,https://ak-d.tripcdn.com/images//100615000000xsdsfC79B.jpg,4.0,1,,,"10.7699635, 106.7026522","20 Pasteur Nguyen Thai Binh, District 1, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_6:00-21:00 
YUM - Thailand Hotpot and Grill Buffet,https://ak-d.tripcdn.com/images/10090g0000007pmnu919D.jpg,0.0,0,,,"10.774291, 106.698949","8B Nguyen Trung Truc Street, Dist 1, Ho Chi Minh City 700000 Vietnam",13.0,Mon to Sun：_10:30-22:00 
Orientea,https://ak-d.tripcdn.com/images/100u0o000000f6wrnA2AC.jpg,0.0,0,,,"10.773857, 106.70423","42 Nguyen Hue, District 1 7th Floor, Ho Chi Minh City Vietnam",2.0,Mon to Sun：_09:00-22:30 
Qui Cuisine Mixology,https://ak-d.tripcdn.com/images/0103012000chtyyei6759.jpg,5.0,1,,,"10.7808009, 106.7047002","22 LE THANH TON STREET, BEN NGHE WARD, DISTRICT 1, HCMC, VIETNAM.",50.0,Mon to Sun：_0:30-3:00 _17:30-23:59 
Crystal Jade Kitchen,https://ak-d.tripcdn.com/images/100m0g0000007pf4bBAE8.jpg,0.0,0,,,"10.7731883, 106.7009194","65 Le Loi Street L5-13 Saigon Centre, Ben Nghe Ward, District 1, Ho Chi Minh City Vietnam",0,Mon to Sun：_10:00-21:00 
Ya! Restaurant,https://ak-d.tripcdn.com/images/100h0o000000f7khr5603.jpg,0.0,0,,,"10.788936, 106.70192","5c5 Nguyen Inh Chieu Alley, Dakao Ward, District 1, Hcmc, Ho Chi Minh City 70000, Vietnam",17.0,Mon to Sun：_11:30-22:00 
Babel,https://ak-d.tripcdn.com/images/10070g0000007q0z047FC.jpg,0.0,0,,,"10.8016967, 106.733028","12 Quoc Huong street, Thao Dien Ward, District 2 | Thao Dien Pearl, Ho Chi Minh City 700000, Vietnam",0,Mon to Sun：_07:00-22:00 
Grill Riverside Restaurant,https://ak-d.tripcdn.com/images/100o0o000000f5ubz23BF.jpg,0.0,0,,,"10.793103, 106.68674","212/41 Nguyen Van Nguyen Street, Tan Dinh Ward, District 1, Ho Chi Minh City 700000 Vietnam",3.0,Mon to Sun：_16:00-23:00 
Gangnam BBQ,https://ak-d.tripcdn.com/images/10050g0000007ph2gF922.jpg,0.0,0,,,"10.732967, 106.70835","R2-48 Phan Khiem Ich, Hung Gia 2, Tan Phong Ward, District 7, Ho Chi Minh City, Ho Chi Minh City 700000 Vietnam",18.0,Mon to Fri：_11:00-14:00 _16:00-22:00 _Sat to Sun：_11:00-22:00 
Onha Hang Ngon (Asia House),https://ak-d.tripcdn.com/images/100c0g0000007qbzbD380.jpg,0.0,0,,,"10.7738323, 106.7034064","99 Nguyen Hue street, District 1 Ngon Restaurant, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_10:00-23:00 
Chat Coffee Roasters & Bistro,https://ak-d.tripcdn.com/images/100p0g0000007pw1w2CAD.jpg,4.0,1,,,"10.7685984, 106.6977898","53/1 Le Thi Hong Gam street Nguyen Thai Binh Ward, District 01, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_07:00-22:30 
Quan Bụi Lounge,https://ak-d.tripcdn.com/images/100l050000000lgjp17F1.jpg,0.0,0,,,"10.781303, 106.70606","28 Ngo Van Nam, Ben Nghe Ward, District 1 | Level 1, Ho Chi Minh City 70000, Vietnam",7.0,Mon to Sun：_07:00-02:00 
Cucuta Coffee,https://ak-d.tripcdn.com/images/10051g000001hbr830781.jpg,4.5,3,,,"10.789803, 106.697746","2D, Nguyen Thanh Y Street, Dakao Ward, District 1, Ho Chi Minh City 70000 Vietnam",9.0,Mon to Sun：_07:00-23:00 
Gummy,https://ak-d.tripcdn.com/images/100s060000001n6xaB0AF.jpg,0.0,0,,,"10.773252, 106.6997","1 Nguyen Trung Truc St., 3rd Floor District 1, Ho Chi Minh City 70000 Vietnam",4.0,Mon to Sat：_10:30-14:00 _16:00-21:00 
Bun Dau Co Khan,https://ak-d.tripcdn.com/images/100a0n000000ee90257C8.jpg,3.0,1,,,"10.7649024, 106.6910544","102/26 Cong Quynh, phuong Pham Ngu Lao, District 1, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_10:00-22:00 
Banh Khot Co Ba Vung Tau,https://ak-d.tripcdn.com/images/100s060000001n6ixEFC8.jpg,0.0,0,,,"10.783051, 106.69632","40B Tran Cao Van Street, Ward 6, District 3 102 Cao Thang Street, Ward 4, District 3, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_08:00-23:00 
Mo Mo Paradise,https://ak-d.tripcdn.com/images/fd/tg/g6/M05/DB/52/CggYs1c6pU6ADKIzAAL3ZBZtLSg462.jpg,0.0,0,,,"10.780371, 106.69551","96 Nguyen Thi Minh Khai, Ward 6, District 3, Ho Chi Minh City, Vietnam",17.0,Mon to Sun：_11:00-23:00 
Serenata Cafe,https://ak-d.tripcdn.com/images/fd/tg/g3/M04/71/CC/CggYG1YJEPyAddrBAADsXCN0Zgg444.jpg,5.0,8,,,"10.797524, 106.6686262","329 Nguyen Trong Tuyen St., Ward 10, Ho Chi Minh City",10.0,Mon to Sun：_7:30-22:30 
Tram Coffee,https://ak-d.tripcdn.com/images/100k0i000000977bcAD08.jpg,4.0,1,,,"10.796214, 106.678032","100 Tran Huy Lieu, Ho Chi Minh City 70000 Vietnam",4.0,Mon to Sun：_07:00-22:00 
The Loop,https://ak-d.tripcdn.com/images/100r060000001m03q8011.jpg,0.0,0,,,"10.805998, 106.735306","49 Thao Dien Road | Thao Dien Ward, District 2, Ho Chi Minh City 70000, Vietnam",16.0,Mon to Sun：_07:00-21:00 
Pho Binh,https://ak-d.tripcdn.com/images/10030g0000007q7ahF57E.jpg,0.0,0,,,"10.7908811, 106.6870918","7 Ly Chinh Thang St. | District 3, Ho Chi Minh City, Vietnam",2.0,Mon to Sun：_6:00-23:30 
La Phong Sushi House,https://ak-d.tripcdn.com/images/100e060000001m01456D1.jpg,0.0,0,,,"10.7847376, 106.6981292","9 Tran Cao Van, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_11:30-22:00 
The Sushi Bar 1,https://ak-d.tripcdn.com/images/1003050000000s27o9D1A.jpg,0.0,0,,,"10.782321, 106.70615","179B Hai Ba Trung Ward 6, District 3, Ho Chi Minh City 700000 Vietnam",13.0,Mon to Sun：_11:00-23:30 
Kobe Teppanyaki Restaurant,https://ak-d.tripcdn.com/images/100w060000001m005B1A9.jpg,0.0,0,,,"10.78338, 106.689384","13A Tu Xuong, Ward 7, District 3, Ho Chi Minh City 08, Vietnam",61.0,Mon to Sun：_10:00-22:00 
Imotaro,https://ak-d.tripcdn.com/images/fd/tg/g6/M05/D1/9B/CggYslc6pmOAXlx_AAFyxtJWreI006.jpg,0.0,0,,,"10.781747, 106.705635","Le Thanh Ton Q1, Ho Chi Minh City 70000, Vietnam",14.0,Mon to Sun：_11:30-23:00 
Hoi An Vietnamese Restaurant,https://ak-d.tripcdn.com/images/100j060000001lzz56A0C.jpg,0.0,0,,,"10.781439, 106.7056659","11 Le Thanh Ton Street, Distrist. 1 | Dong Khoi and Ton Duc Thang area, Ho Chi Minh City 700000, Vietnam",15.0,
Sahraan Restaurants,https://ak-d.tripcdn.com/images/100b060000001lzvpF570.jpg,0.0,0,,,"10.771343, 106.696729","6 Truong Dinh Street, Ben Thanh Ward, District 1, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_09:00-23:00 
241 Restaurant,https://ak-d.tripcdn.com/images/10020n000000e840f3923.jpg,0.0,0,,,"10.7667932, 106.6838989","45 Pham Viet Chanh, Nguyen Cu Trinh, Quan 1, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_9:00-23:00 
Al Fresco's Mac Dinh Chi,https://ak-d.tripcdn.com/images/100u050000000s0sm0CAE.jpg,0.0,0,,,"10.784902, 106.6991563","21 Mac Dinh Chi | District 1, Ho Chi Minh City 70000, Vietnam",0,Mon to Sun：_10:00-22:00 
Orientica Seafood Restaurant and Bar,https://ak-d.tripcdn.com/images/100i060000001ifwy2618.jpg,0.0,0,,,"10.763298, 106.67893","Hotel Equatorial Ho Chi Minh City 242 Tran Binh Trong Street, Dist. 5, Ho Chi Minh City 70000 Vietnam",36.0,Tues to Fri：_11:30-14:30 _18:30-22:30 _Sat to Sun：_09:30-14:30 _18:30-22:30 
Merlion cháo ech Singapore,https://ak-d.tripcdn.com/images/1me2s224x8v65ayifB945.jpg,0.0,1,,,"10.7611373, 106.7058362",,0,Mon to Sun：_18:30-02:00 
Nhà Hàng Bê Vàng - Hải Sản Tươi Sống,https://ak-d.tripcdn.com/images/0105912000etvbkzo7B6E.jpg,0.0,0,,,"10.7608837, 106.683006","263 Đ. An Dương Vương, Phường 3, Quận 5, Thành phố Hồ Chí Minh, Vietnam",0,Mon to Sun：_10:00-22:00 
Co Tam Kitchen,https://ak-d.tripcdn.com/images/100a0n000000efmkj9F32.jpg,0.0,0,,,"10.7719649, 106.7037412","71 Ho Tung Mau St, District 1, Ho Chi Minh City, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_10:00-23:00 
,https://ak-d.tripcdn.com/images/0105212000d1ettpaDEB1.jpg,0.0,0,,,"10.8042912, 106.6921603","Hẻm 8 Hoàng Hoa Thám, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",4.0,
Khoai,https://ak-d.tripcdn.com/images/0101s12000etvaisj8FF9.jpg,0.0,0,,,"10.7901961, 106.71188","89 Phạm Viết Chánh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",0,"Mon to Thur,Sun：_17:00-01:00 _Fri to Sat：_17:00-03:00 "
LEGATO,https://ak-d.tripcdn.com/images/0103412000okhtxlr4E22.jpg,5.0,1,,,"10.7898451, 106.7126976","126 Pham Viet Chanh, Ho Chi Minh City 700000 Vietnam",20.0,Mon to Sat：_17:00-3:30 _Sun：_19:00-3:30 
Oslo Club,https://ak-d.tripcdn.com/images/0104i12000d39avrd731D.jpg,5.0,1,,,"10.769544, 106.701935","38 D. Nam K_ Kh_i Nghia, Phu_ng Nguy_n Thai Binh, Ho Chi Minh City 700000 Vietnam",12.0,Mon to Sat：_21:30-01:30 _Sun：_Closed all day 
Oasis Cafe,https://ak-d.tripcdn.com/images/0106a12000km0jfyt82EB.jpg,4.6,9,,,"10.81425, 106.68031","26/14 Phạm văn đồng, Wald 3, Go vap Dist. Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",5.0,Mon to Sun：_07:00-23:00 
Du Bar,https://ak-d.tripcdn.com/images/0106z12000okhmh7j9B81.jpg,5.0,1,,,"10.7900833, 106.6960439","36Bis Huỳnh Khương Ninh, Đa Kao, Quận 1, Hồ Chí Minh 70000, Vietnam",21.0,Mon to Sun：_18:00-01:00 
Haidilao,https://ak-d.tripcdn.com/images/0101t1200082z20w1F57B.jpg,4.3,3,,,"10.7777, 106.70215",,0,
Tori Soba Mutahiro,https://ak-d.tripcdn.com/images/100t10000000pmbum1E86.jpg,4.0,2,,,"10.7793695, 106.7055262","8A / A1bis Thai Van Lung District 1, Ho Chi Minh City Vietnam",0,Mon to Sun：_11:00-14:00 _17:00-2:00 
Dac San Pho 79 Restaurant,https://ak-d.tripcdn.com/images/100f0n000000edp4s496C.jpg,4.0,0,,,"10.7714413, 106.6889478","79, Suong Nguyet Anh Street Ben Thanh Ward, District 1, Ho Chi Minh City Vietnam",0,Mon to Sun：_9:00-23:00 
Nha Hang Cu Dat,https://ak-d.tripcdn.com/images/10090n000000egn06F49F.jpg,0.0,0,,,"10.81153, 106.71427","647 Xo Viet Nghe Tinh | Ward 26, Binh Thanh District, Ho Chi Minh City, Vietnam",6.0,Mon to Sun：_10:00-22:00 
Dzo Street Food Bar,https://ak-d.tripcdn.com/images/10070n000000ehjooDABC.jpg,0.0,0,,,"10.7720411, 106.6962589","247 Le Thanh Ton Ben Thanh Ward, District 1, Ho Chi Minh City Vietnam",3.0,
Downtown Food,https://ak-d.tripcdn.com/images/100m0n000000enf4i8A9B.jpg,0.0,0,,,"10.7693032, 106.693347","04 Pham Ngu Lao Street, Pham Ngu Lao Ward, District 1 Lot H1-01 Basement 1, TTTM Sense Market, Ho Chi Minh City Vietnam",0,Mon to Sun：_10:00-22:00 
Banh Mi 362,https://ak-d.tripcdn.com/images/10020n000000elaob6F87.jpg,0.0,0,,,"10.7838695, 106.6974254","25 Tran Cao Van | Da Kao Ward, District 1, Ho Chi Minh City, Vietnam",0,Mon to Sun：_06:15-20:30 
Me Linh Cafe,https://ak-d.tripcdn.com/images/100q0o000000f7qivB517.jpg,0.0,1,,,"10.7752981, 106.7052088","3 Phan Van Dat Ben Nghe Ward, District 1, Ho Chi Minh City Vietnam",4.0,
Haidilao Hot Pot 海底捞火锅 Giga Mall,https://ak-d.tripcdn.com/images/1tx5912000ngazn0m04E1.jpg,0.0,0,,,"10.8283169, 106.7221278","TTTM Giga mall, 242 Phạm Văn Đồng, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",0,Mon to Fri：_9:30-2:00 _Sat to Sun：_9:00-2:00 
Bánh Xèo Dì Tuyết,https://ak-d.tripcdn.com/images/0105l12000etvavio34AF.jpg,0.0,0,,,"10.7175619, 106.7300036","2S A1-6 Mỹ Viên, Tân Phú - PMH, Quận 7, Vietnam",0,Tues to Sun：_7:00-20:30 
The Enigma Mansion,https://ak-d.tripcdn.com/images/0106l12000dpq36kbD69E.jpg,5.0,1,,,"10.7810559, 106.7071445","5H Tôn Đức Thắng, Bến Nghé, Quận 1, Hồ Chí Minh 700000, Vietnam",25.0,Mon to Sun：_16:00-01:30 
Commas Saigon,https://ak-d.tripcdn.com/images/0101h12000d39h3437D7F.jpg,5.0,1,,,"10.769808, 106.701424","41-43 Đ. Nam Kỳ Khởi Nghĩa, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh",4.0,"Mon to Wed：_Closed all day _Thur to Fri,Sun：_22:30-04:00 _Sat：_22:00-04:00 "
HAIR OF THE DOG SAI GON,https://ak-d.tripcdn.com/images/0101512000chtz2cq562A.jpg,5.0,1,,,"10.7666024, 106.6917804","194 BUI VIEN, DISTRICT 1, HO CHI MINH",5.0,Mon to Sun：_21:30-3:00 
Walao Club,https://ak-d.tripcdn.com/images/0100e12000chtz03z698C.jpg,5.0,1,,,"10.76756, 106.69765","170-172 Nguyen Thai Binh, Nguyen Thai Binh Ward, District 1, Ho Chi Minh city, VietNam",20.0,Tues to Sun：_17:00-02:00 
,https://ak-d.tripcdn.com/images/100q1f000001gpfta3D62.jpg,4.0,1,,,"10.7784151, 106.6983601","180 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",0,Mon to Sun：_10:30-22:30 
Lacof Coffee Shop,https://ak-d.tripcdn.com/images//100v15000000xtmuc3D0C.jpg,4.0,1,,,"10.763288, 106.69317","133 Co Bac Co Giang Ward, District 1, Ho Chi Minh City 700000 Vietnam",3.0,Mon to Sun：_07:00-21:00 
Kimbap Corner,https://ak-d.tripcdn.com/images/100f0o000000f5oetE473.jpg,0.0,0,,,"10.826, 106.68028","4 Pham Ngu Lao Street | District 1, Ho Chi Minh City 700000, Vietnam",2.0,Mon to Sun：_11:00-22:00 
Miggy's Ice Cream,https://ak-d.tripcdn.com/images/100b0n000000egtnuA8E1.jpg,0.0,0,,,"10.8084549, 106.6752387","152 Hong Ha St., Phu Nhuan District, Ho Chi Minh City 70000, Vietnam",4.0,
James Coffee & Shop,https://ak-d.tripcdn.com/images/100t0n000000dzkv46880.jpg,0.0,0,,,"10.769915, 106.697319","11 Tran Hung Dao strees, Nguyen Thai Binh, Dist 1 | Nguyen Thai Binh, Dist 1, Ho Chi Minh City 70000, Vietnam",1.0,Mon to Sun：_00:00-23:59 
"Coffee, Ice Dream 24",https://ak-d.tripcdn.com/images/100c1g000001h818uDF3B.jpg,4.0,1,,,"10.77441, 106.705208","24 Ho Huan Nghiep Street, Ben Nghe Ward, District 1 Opposite Grand Hotel, Ho Chi Minh City Vietnam",0,
Golden Jade,https://ak-d.tripcdn.com/images/100v0g0000007phntE4ED.jpg,0.0,0,,,"10.7298268, 106.7042793","1058, Dai lo Nguyen Van Linh, P. Tan Phong, Quan 7, TP, Ho Chi Minh City Vietnam",0,Mon to Sat：_10:00-21:00 _Sun：_9:00-21:00 
Crazy Panda Shaved Snow & Dessert Cafe,https://ak-d.tripcdn.com/images/10070g0000007pvrf858C.jpg,0.0,0,,,"10.775773, 106.66709","545 Su Van Hanh, Ward 13, District 10, Ho Chi Minh City 70000, Vietnam",3.0,Mon to Sun：_10:00-22:00 
Stir Crazy Mongolian Grill/BBQ,https://ak-d.tripcdn.com/images/100p0g0000007pag3D9D7.jpg,4.0,1,,,"10.838573, 106.65026","890 Quang Trung Street, Ward 8, Go Vap District, Ho Chi Minh City 70000 Vietnam",7.0,Mon to Sun：_10:00-23:00 
Di Mai Restaurant,https://ak-d.tripcdn.com/images/0106y12000etuugds3FCB.jpg,0.0,0,,,"10.768882, 106.6971483","136 -138 Le Thi Hong Gam District 1, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_08:00-22:00 
Sushi REI,https://ak-d.tripcdn.com/images/10040n000000ec17b1847.jpg,0.0,0,,,"10.789279, 106.70222","10E1, Nguyen Thi Minh Khai District1, Ho Chi Minh City 70000, Vietnam",0,Tues to Sun：_17:30-23:00 
Okome Sushi Bar,https://ak-d.tripcdn.com/images/100t0g0000007q4t065B9.jpg,0.0,0,,,"10.789309, 106.70068","11B Nguyen Dinh Chieu, Dakao Ward, District 1, Ho Chi Minh City 70000 Vietnam",0,"Mon,Wed to Sun：_11:00-14:00 _17:00-21:30 "
Cuba La Casa Del Mojito,https://ak-d.tripcdn.com/images/10090n000000ef6dk6644.jpg,0.0,0,,,"10.777078, 106.69952","91 Pasteur, District 1, Ho Chi Minh City 70000 Vietnam",30.0,
ID cafe,https://ak-d.tripcdn.com/images/0106912000847fmteA425.jpg,4.0,1,,,"10.7773538, 106.683322","61B Tu Xuong Street District 3, Ho Chi Minh City 70000 Vietnam",0,Mon to Sun：_08:00-22:00 
En Tea House & Restaurant,https://ak-d.tripcdn.com/images//100515000000xr7070592.jpg,4.0,1,,,"10.776105, 106.68283","308-308c Dien Bien Phu Floor G, Robot Tower, Ward 4, District 3, Ho Chi Minh City 700000 Vietnam",16.0,
The Homes - coffee and folk drinks,https://ak-d.tripcdn.com/images/10070o000000fmtyjB0E4.jpg,0.0,0,,,"10.804896, 106.696686","23 Nguyen An Ninh Dist. Binh Thanh, Ho Chi Minh City 94 Vietnam",0,Mon to Sun：_07:00-22:00 
